asset_id,agbd_nonnegative,agbd_se_nonnegative,algorithm_run_flag_eq_1,all_intersecting_shots,degrade_flag_eq_0,l4_quality_flag_eq_1,required_fields_nonnull,year
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019128052340_O02273_02_T00597_02_002_02_V002,25270,25270,51598,56543,25270,25270,51598,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019129043355_O02288_02_T04575_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019130112735_O02308_03_T04289_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019131042706_O02319_02_T02724_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019133024735_O02349_02_T02295_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019134033031_O02365_02_T04851_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019125062012_O02227_02_T04009_02_002_02_V002,944,944,8970,85189,944,944,8970,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019133103100_O02354_03_T00724_02_002_02_V002,8841,8841,26401,53454,8841,8841,26401,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019135102408_O02385_03_T04565_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019132112045_O02339_03_T02438_02_002_02_V002,0,0,98,16101,0,0,98,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019132033720_O02334_02_T01010_02_002_02_V002,8927,8927,35830,87714,8927,8997,35830,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019136015058_O02395_02_T01576_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019129121719_O02293_03_T03004_02_002_02_V002,22426,22426,54025,78211,22426,22426,54025,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019135024044_O02380_02_T03137_02_002_02_V002,25473,25473,45028,50414,25473,25473,45028,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019140000430_O02456_02_T03412_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019136093422_O02400_03_T00005_02_002_02_V002,0,0,61483,76466,0,30497,61483,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019138014405_O02426_02_T03841_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019142074101_O02492_03_T01566_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019137084435_O02415_03_T02713_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019141004724_O02472_02_T01852_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019140074755_O02461_03_T04840_02_002_02_V002,0,0,48823,54639,0,26759,48823,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019144230246_O02533_02_T02112_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019146212558_O02563_02_T05493_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019142230749_O02502_02_T02846_02_002_02_V002,0,0,0,395,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019146055814_O02553_03_T04366_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019141235737_O02487_02_T00138_02_002_02_V002,0,0,40353,42340,0,27036,40353,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019148042125_O02583_03_T04901_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019144060216_O02522_03_T05253_02_002_02_V002,5975,5975,12863,13025,5975,6237,12863,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019143065114_O02507_03_T01275_02_002_02_V002,11999,11999,64445,75124,11999,37376,64445,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019150194506_O02624_02_T00872_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019148212155_O02594_02_T04606_02_002_02_V002,5883,5883,8121,8736,5883,5883,8121,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019149050547_O02599_03_T04458_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019147050950_O02568_03_T05345_02_002_02_V002,45763,45763,64945,67155,45763,45763,64945,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019153032454_O02660_03_T04106_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019145221422_O02548_02_T04514_02_002_02_V002,0,0,74252,80305,0,42895,74252,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019150041722_O02614_03_T01168_02_002_02_V002,12132,12132,24947,25234,12132,12132,24947,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019151202927_O02640_02_T00429_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019152194102_O02655_02_T01408_02_002_02_V002,688,688,11399,37293,688,5045,11399,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019151032858_O02629_03_T03570_02_002_02_V002,22141,22141,38378,53064,22141,22141,38378,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019155184834_O02701_02_T02923_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019157014400_O02721_03_T02484_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019157171143_O02731_02_T02188_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019149203330_O02609_02_T01316_02_002_02_V002,28123,28123,69484,83581,28123,28123,69484,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019161153045_O02792_02_T00413_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019159170738_O02762_02_T05570_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019159000709_O02751_03_T04442_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019162161505_O02808_02_T01393_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019153185238_O02670_02_T03810_02_002_02_V002,0,0,9851,18639,0,4053,9851,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019158005534_O02736_03_T02040_02_002_02_V002,0,0,2731,76809,0,0,2731,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019160161911_O02777_02_T00857_02_002_02_V002,0,0,225,89308,0,0,225,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019156180009_O02716_02_T02632_02_002_02_V002,0,0,3,73657,0,0,3,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019163231029_O02828_03_T00801_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019162222610_O02812_03_T01244_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019161000303_O02782_03_T04978_02_002_02_V002,0,0,0,6038,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019161231436_O02797_03_T03111_02_002_02_V002,6486,6486,12014,56452,6486,6486,12014,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019166143404_O02869_02_T03887_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019167212927_O02889_03_T02025_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019164222202_O02843_03_T03203_02_002_02_V002,13297,13297,23926,46412,13297,13297,23926,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019164143811_O02838_02_T00505_02_002_02_V002,0,0,2070,75494,0,0,2070,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019165213335_O02858_03_T01489_02_002_02_V002,29222,29222,43859,46493,29222,29222,43859,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019170125300_O02930_02_T05111_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019168125709_O02899_02_T01729_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019163152638_O02823_02_T03795_02_002_02_V002,0,0,553,26006,0,0,553,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019173120023_O02976_02_T00934_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019173181128_O02980_03_T02361_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019171194823_O02950_03_T00250_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019168204100_O02904_03_T04427_02_002_02_V002,30123,30123,50816,74288,30123,30123,50816,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019167134536_O02884_02_T02173_02_002_02_V002,37212,37212,55357,58142,37212,37212,55357,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019174185546_O02996_03_T03188_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019169195233_O02919_03_T05406_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019174111155_O02991_02_T03336_02_002_02_V002,0,0,11787,16044,0,8073,11787,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019171120433_O02945_02_T00398_02_002_02_V002,0,0,55462,83384,0,25527,55462,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019172185956_O02965_03_T04075_02_002_02_V002,0,0,59598,63392,0,38691,59598,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019177101917_O03037_02_T02158_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019178171438_O03057_03_T04412_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019175180717_O03011_03_T01474_02_002_02_V002,0,0,24147,30120,0,7855,24147,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019181083804_O03098_02_T03229_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019176171849_O03026_03_T05299_02_002_02_V002,0,0,33942,52120,0,14605,33942,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019179084219_O03067_02_T01270_02_002_02_V002,0,0,16,848,0,0,16,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019183070104_O03128_02_T05340_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019182153324_O03118_03_T02790_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019178093048_O03052_02_T04560_02_002_02_V002,0,0,15029,50180,0,7436,15029,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019180153741_O03087_03_T03524_02_002_02_V002,0,0,33143,36921,0,19293,33143,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019175102327_O03006_02_T01622_02_002_02_V002,0,0,78149,79937,0,49502,78149,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019179162610_O03072_03_T01122_02_002_02_V002,0,0,54938,70960,0,30639,54938,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019185144107_O03164_03_T01459_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019187052044_O03189_02_T02142_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019185065712_O03159_02_T01607_02_002_02_V002,3420,3420,3903,3912,3420,3420,3903,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019184135634_O03148_03_T04748_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019188121625_O03209_03_T04243_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019188060516_O03205_02_T00123_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019186135253_O03179_03_T03708_02_002_02_V002,0,0,14239,15780,0,6890,14239,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019189130057_O03225_03_T00954_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019187130439_O03194_03_T03264_02_002_02_V002,0,0,18925,54529,0,10334,18925,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019189051702_O03220_02_T01102_02_002_02_V002,25265,25265,28253,29052,25265,25265,28253,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019192042506_O03266_02_T05463_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019182074934_O03113_02_T01515_02_002_02_V002,34680,34680,75723,76212,34680,59305,75723,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019194024837_O03296_02_T02999_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019191112429_O03255_03_T00066_02_002_02_V002,0,0,11536,46357,0,5893,11536,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019193112046_O03286_03_T04871_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019190121243_O03240_03_T00510_02_002_02_V002,0,0,45883,48909,0,30045,45883,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019196024454_O03327_02_T03535_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019190042848_O03235_02_T00658_02_002_02_V002,16557,16557,36848,72999,16557,16557,36848,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019198010823_O03357_02_T01224_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019193033651_O03281_02_T00750_02_002_02_V002,3575,3575,10827,59539,3575,3575,10827,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019195094417_O03316_03_T02560_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019183144454_O03133_03_T05192_02_002_02_V002,0,0,64168,69775,0,43318,64168,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019197015638_O03342_02_T03091_02_002_02_V002,41501,41501,78594,81905,41501,41501,78594,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019194103232_O03301_03_T01581_02_002_02_V002,15653,15653,33579,76408,15653,15653,33579,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019199015255_O03373_02_T00781_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019199080403_O03377_03_T03478_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019197094033_O03347_03_T02943_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019200010439_O03388_02_T00337_02_002_02_V002,0,0,3,9895,0,0,3,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019200084834_O03393_03_T03035_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019198085218_O03362_03_T03922_02_002_02_V002,43739,43739,58664,65549,43739,43739,58664,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019204070818_O03454_03_T05529_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019201080019_O03408_03_T04014_02_002_02_V002,8682,8682,15296,26140,8682,8682,15296,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019206223222_O03495_02_T01500_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019203232423_O03449_02_T05677_02_002_02_V002,20608,20608,28969,36254,20608,20876,28969,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019210205202_O03556_02_T00995_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019205062002_O03469_03_T03509_02_002_02_V002,15972,15972,26725,60755,15972,15972,26725,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019212191526_O03586_02_T02953_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019213195955_O03602_02_T01087_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019214021104_O03606_03_T03784_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019204223608_O03464_02_T05233_02_002_02_V002,744,744,4336,32565,744,744,4336,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019206053145_O03484_03_T01795_02_002_02_V002,27049,27049,37160,38899,27049,27049,37160,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019201001624_O03403_02_T05585_02_002_02_V002,9523,9523,18063,84056,9523,9523,18063,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019215025534_O03622_03_T00495_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019214191139_O03617_02_T00643_02_002_02_V002,0,0,9103,17995,0,6201,9103,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019217181933_O03663_02_T05004_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019219011510_O03683_03_T00143_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019211200346_O03571_02_T00551_02_002_02_V002,0,0,76932,88363,0,46996,76932,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019217011858_O03652_03_T01030_02_002_02_V002,7875,7875,14680,51578,7875,7875,14680,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019221163907_O03724_02_T04652_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019209043943_O03530_03_T03157_02_002_02_V002,0,0,64269,80288,0,34627,64269,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019219164258_O03693_02_T05539_02_002_02_V002,0,0,0,1271,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019222233442_O03744_03_T05483_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019223150230_O03754_02_T05187_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019216020716_O03637_03_T00051_02_002_02_V002,10605,10605,18724,33145,10605,10605,18724,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019215182322_O03632_02_T00199_02_002_02_V002,0,0,2690,80191,0,0,2690,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019220233834_O03713_03_T04947_02_002_02_V002,17178,17178,24180,25379,17178,17257,24180,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019224215804_O03774_03_T04595_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019220002652_O03698_03_T05391_02_002_02_V002,15536,15536,30662,68491,15536,15536,30662,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019225145838_O03785_02_T04300_02_002_02_V002,857,857,996,1034,857,857,996,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019222155048_O03739_02_T05631_02_002_02_V002,0,0,276,72521,0,0,276,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019227132211_O03815_02_T01989_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019228140719_O03831_02_T05662_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019229210341_O03851_03_T04917_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019226215413_O03805_03_T02285_02_002_02_V002,0,0,0,12021,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019228201836_O03835_03_T05513_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019223224623_O03759_03_T05039_02_002_02_V002,25483,25483,48753,72271,25483,25483,48753,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019227210617_O03820_03_T01841_02_002_02_V002,19988,19988,31371,55943,19988,20091,31371,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019226141020_O03800_02_T02433_02_002_02_V002,45849,45849,76822,88845,45849,45849,76822,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019229131935_O03846_02_T03642_02_002_02_V002,16770,16770,21283,22268,16770,16770,21283,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019233192537_O03912_03_T02836_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019240091308_O04014_02_T03382_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019230201557_O03866_03_T02897_02_002_02_V002,6557,6557,11983,33792,6557,6557,11983,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019241160930_O04034_03_T04060_02_002_02_V002,0,0,0,0,0,0,0,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019230123151_O03861_02_T03045_02_002_02_V002,8176,8176,19631,79158,8176,8176,19631,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019231192814_O03881_03_T02453_02_002_02_V002,16538,16538,29303,52124,16538,16617,29303,2019
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2019242073740_O04044_02_T03764_02_002_02_V002,0,0,0,0,0,0,0,2019
