shot_number,year,lon,lat,target_block_id,spatial_fold
127500000300421358,2021,118.54042580863046,29.1784532576,E129_N645,4
127500000300421361,2021,118.54159409310644,29.177334023235584,E129_N645,4
127500000300421362,2021,118.5419820348981,29.176959458747103,E129_N645,4
127500000300421364,2021,118.54276237758246,29.176210329770125,E130_N645,4
127500000300421365,2021,118.54316815577836,29.175826847079527,E130_N645,4
127500000300421366,2021,118.54357393397416,29.17544336438893,E130_N645,4
127500000300421367,2021,118.54397971217004,29.17505988169833,E130_N645,4
127500000300421370,2021,118.54518812855554,29.173918351828647,E130_N645,4
127500000300421371,2021,118.54558944765034,29.173534869138056,E130_N645,4
127500000300421372,2021,118.54599076674516,29.173155845548514,E130_N645,4
127500000300421373,2021,118.54639208583995,29.17277682195897,E130_N645,4
127500000300421374,2021,118.5467978640358,29.17239333926837,E130_N645,4
127500000300421375,2021,118.54720364223166,29.17200985657778,E130_N645,4
127500000300421379,2021,118.5488089186109,29.17048930311855,E130_N645,4
127500000300421380,2021,118.54919686040256,29.17011473863008,E130_N645,4
127500000300421386,2021,118.55156464306194,29.167853974395967,E130_N645,4
127500000300421387,2021,118.5519704212578,29.16747049170537,E130_N645,4
127500000300421388,2021,118.55236728125156,29.167091468115828,E130_N645,4
127500000300421389,2021,118.5527686003464,29.16671244452628,E130_N645,4
127500000300421392,2021,118.5539725576308,29.1655709146566,E130_N645,4
127500000300421428,2021,118.56833532212396,29.151975115544644,E130_N645,4
127500000300421431,2021,118.56952590210524,29.15084250387707,E130_N645,4
127500000300421432,2021,118.56991384389688,29.15047239848963,E130_N645,4
127500000300421433,2021,118.57031962209275,29.150093374900084,E130_N645,4
127500000300421434,2021,118.57072094118756,29.149709892209493,E130_N645,4
127500000300421435,2021,118.57111780118132,29.149335327721005,E130_N645,4
127500000300421436,2021,118.57151466117509,29.148956304131463,E130_N645,4
127500000300421437,2021,118.57190706206778,29.14858173964297,E130_N645,4
127500000300421438,2021,118.57230392206154,29.14820717515449,E130_N645,4
127500000300421439,2021,118.5726918638532,29.147832610665983,E130_N645,4
127500000300421441,2021,118.57347666563858,29.147083481689013,E130_N645,4
127500000300421442,2021,118.57387352563234,29.146708917200527,E130_N645,4
127500000300421443,2021,118.57426592652504,29.146329893610982,E130_N645,4
127500000300421445,2021,118.57505072831046,29.145580764634,E130_N645,4
127500000300421447,2021,118.5758399891969,29.14482717655597,E130_N645,4
127500000300421448,2021,118.57622793098857,29.14445707116853,E130_N645,4
127500000300421449,2021,118.5766158727802,29.144082506680054,E130_N644,2
127500100300419880,2021,118.34538026945164,29.35441830337109,E126_N649,0
127500100300419881,2021,118.34578158854649,29.3540437388826,E126_N649,0
127500100300419882,2021,118.34617398943917,29.35366917439411,E126_N649,0
127500100300419883,2021,118.34657084943292,29.353294609905618,E126_N649,0
127500100300419952,2021,118.37465872696858,29.3268610588608,E126_N648,3
127500100300419953,2021,118.37506896426552,29.32647757617019,E126_N648,3
127500100300420070,2021,118.42264311340472,29.281654692380965,E127_N648,3
127500100300420073,2021,118.423833693386,29.28053099891549,E127_N647,3
127500100300420082,2021,118.42743664703715,29.277146541215924,E127_N647,3
127500100300420336,2021,118.5291487420663,29.18110196362576,E129_N645,4
127500100300420337,2021,118.52955452026212,29.18071848093516,E129_N645,4
127500100300420339,2021,118.53037945395704,29.179955974655016,E129_N645,4
127500100300420342,2021,118.5315878703425,29.178827822088493,E129_N645,4
127500100300420343,2021,118.53198918943733,29.17844879849896,E129_N645,4
127500100300420344,2021,118.53237713122898,29.178078693111512,E129_N645,4
127500100300420345,2021,118.53278290942482,29.177704128623027,E129_N645,4
127500100300420346,2021,118.5331886876207,29.17732064593243,E129_N645,4
127500100300420348,2021,118.5339824076082,29.17657151695545,E129_N645,4
127500100300420349,2021,118.53437480850091,29.176196952466967,E129_N645,4
127500100300420350,2021,118.5347716684947,29.17582238797847,E129_N645,4
127500100300420351,2021,118.53516852848844,29.175447823489986,E129_N645,4
127500100300420352,2021,118.53556984758325,29.175068799900444,E129_N645,4
127500100300420353,2021,118.53597562577912,29.17468531720984,E129_N645,4
127500100300420354,2021,118.5363680266718,29.174315211822403,E129_N645,4
127500100300420355,2021,118.53676488666557,29.17393618823286,E129_N645,4
127500100300420356,2021,118.53716174665932,29.173557164643327,E129_N645,4
127500100300420357,2021,118.53755860665306,29.173182600154835,E129_N645,4
127500100300420360,2021,118.5387358093312,29.172058906689376,E129_N645,4
127500100300420361,2021,118.53912375112282,29.171688801301936,E129_N645,4
127500100300420362,2021,118.5395116929145,29.171314236813444,E129_N645,4
127500100300420363,2021,118.53990409380718,29.170939672324952,E129_N645,4
127500100300420364,2021,118.540305412902,29.17056064873541,E129_N645,4
127500100300420365,2021,118.5407111910979,29.17017716604481,E129_N645,4
127500100300420366,2021,118.54111696929372,29.16979368335421,E129_N645,4
127500100300420368,2021,118.5419240665844,29.16903117707408,E129_N645,4
127500100300420371,2021,118.5431324829699,29.16788518810334,E130_N645,4
127500100300420372,2021,118.54353826116572,29.167501705412743,E130_N645,4
127500100300420373,2021,118.54393958026051,29.16711822272215,E130_N645,4
127500100300420374,2021,118.5443453584564,29.16673474003155,E130_N645,4
127500100300420400,2021,118.55467709559724,29.156902422208702,E130_N645,4
127500100300420402,2021,118.55545743828158,29.15615775233278,E130_N645,4
127500100300420403,2021,118.55585429827536,29.15577872874324,E130_N645,4
127500100300420405,2021,118.55665247736393,29.15502514066521,E130_N645,4
127500100300420406,2021,118.55705379645876,29.154646117075657,E130_N645,4
127500100300420407,2021,118.55745511555354,29.15426709348612,E130_N645,4
127500100300420408,2021,118.5578430573452,29.153892528997623,E130_N645,4
127500100300420409,2021,118.55823099913682,29.15352242361019,E130_N645,4
127500100300420410,2021,118.55862340002952,29.15314785912172,E130_N645,4
127500100300420411,2021,118.55902917822542,29.152764376431108,E130_N645,4
127500100300420412,2021,118.5594349564213,29.152385352841566,E130_N645,4
127500100300420413,2021,118.559827357314,29.15201078835308,E130_N645,4
127500100300420414,2021,118.56023313550985,29.15162730566248,E130_N645,4
127500100300420415,2021,118.56062999550362,29.15125274117399,E130_N645,4
127500100300420416,2021,118.56102685549736,29.150878176685502,E130_N645,4
127500100300420417,2021,118.56141479728905,29.150503612197006,E130_N645,4
127500100300420418,2021,118.56181165728276,29.15012904770852,E130_N645,4
127500100300420419,2021,118.56220405817548,29.149754483220025,E130_N645,4
127500100300420420,2021,118.56259199996715,29.1493843778326,E130_N645,4
127500100300420421,2021,118.56298440085986,29.149009813344108,E130_N645,4
127500100300420422,2021,118.56338571995468,29.14863078975456,E130_N645,4
127500100300420423,2021,118.5637825799484,29.148256225266067,E130_N645,4
127500100300420424,2021,118.56417943994218,29.14787720167654,E130_N645,4
127500100300420425,2021,118.564585218138,29.147498178086984,E130_N645,4
127500100300420427,2021,118.56538339722655,29.146740130907894,E130_N645,4
127500100300420428,2021,118.56578917542244,29.146361107318352,E130_N645,4
127500100300420429,2021,118.5661860354162,29.145982083728818,E130_N645,4
127500100300420430,2021,118.56659181361204,29.14560306013927,E130_N645,4
127500100300420431,2021,118.56699313270686,29.14522403654972,E130_N645,4
127500100300420432,2021,118.5673899927006,29.14484947206125,E130_N645,4
127500100300420433,2021,118.5677868526944,29.144470448471694,E130_N645,4
127500100300420435,2021,118.56857165447978,29.14372577859577,E130_N644,2
127500100300420439,2021,118.570172471758,29.142209684237603,E130_N644,2
127500100300420440,2021,118.57057824995384,29.141826201547,E130_N644,2
127500100300420441,2021,118.57098402814972,29.141447177957456,E130_N644,2
127500100300420442,2021,118.57138088814344,29.141068154367915,E130_N644,2
127500100300420443,2021,118.57177774813722,29.140689130778373,E130_N644,2
127500100300420444,2021,118.57217906723204,29.14031010718883,E130_N644,2
127500100300420445,2021,118.5725759272258,29.13993554270034,E130_N644,2
127500100300420446,2021,118.57297278721954,29.1395565191108,E130_N644,2
127500200300421202,2021,118.36911160525813,29.32657121729232,E126_N648,3
127500200300421203,2021,118.36950846525184,29.32619665280384,E126_N648,3
127500200300421327,2021,118.41955741547572,29.27902828186048,E127_N647,3
127500200300421328,2021,118.4199631936716,29.27864479916988,E127_N647,3
127500200300421329,2021,118.4203645127664,29.2782702346814,E127_N647,3
127500200300421366,2021,118.43516426916278,29.264340002990423,E127_N647,3
127500200300421592,2021,118.526040748632,29.1784532576,E129_N645,4
127500200300421593,2021,118.52645098592896,29.17806977490941,E129_N645,4
127500200300421599,2021,118.52886781869996,29.17579563337216,E129_N645,4
127500200300421602,2021,118.5300583986812,29.17467193990668,E129_N645,4
127500200300421604,2021,118.53082982316344,29.17394064733392,E129_N645,4
127500200300421605,2021,118.53121776495506,29.17357054194649,E129_N645,4
127500200300421606,2021,118.53160570674672,29.173200436559046,E129_N645,4
127500200300421607,2021,118.53199810763942,29.17283033117161,E129_N645,4
127500200300421608,2021,118.53239942673424,29.172455766683125,E129_N645,4
127500200300421609,2021,118.53279182762694,29.17208120219463,E129_N645,4
127500200300421610,2021,118.53319314672176,29.171706637706137,E129_N645,4
127500200300421611,2021,118.53359446581658,29.1713276141166,E129_N645,4
127500200300421612,2021,118.5339913258103,29.17095304962811,E129_N645,4
127500200300421614,2021,118.53478504579782,29.1702083797522,E129_N645,4
127500200300421615,2021,118.5351729875895,29.16983827436475,E129_N645,4
127500200300421616,2021,118.535552011179,29.16947708717942,E129_N645,4
127500200300421618,2021,118.53636356757076,29.16871904000033,E129_N645,4
127500200300421619,2021,118.53677380486768,29.168335557309742,E129_N645,4
127500200300421620,2021,118.53718404216458,29.1679565337202,E129_N645,4
127500200300421621,2021,118.53758982036044,29.16757751013065,E129_N645,4
127500200300421622,2021,118.5379866803542,29.167202945642167,E129_N645,4
127500200300421623,2021,118.538387999449,29.16682838115367,E129_N645,4
127500200300421624,2021,118.53879377764488,29.16644489846308,E129_N645,4
127500200300421625,2021,118.53920847404288,29.16606141577248,E129_N645,4
127500200300421626,2021,118.53960979313769,29.165686851284,E129_N645,4
127500200300421627,2021,118.5400066531314,29.165312286795498,E129_N645,4
127500200300421628,2021,118.54040797222622,29.164933263205963,E129_N645,4
127500200300421629,2021,118.54081375042207,29.16455423961641,E129_N645,4
127500200300421630,2021,118.5412150695169,29.16417967512792,E129_N645,4
127500200300421648,2021,118.54841205861716,29.157388464223526,E130_N645,4
127500200300421649,2021,118.54880445950984,29.15701389973504,E130_N645,4
127500200300421650,2021,118.54919686040256,29.15663933524655,E130_N645,4
127500200300421651,2021,118.54958480219422,29.15626922985911,E130_N645,4
127500200300421652,2021,118.54999058039007,29.15588574716852,E130_N645,4
127500200300421653,2021,118.55039635858596,29.155502264477924,E130_N645,4
127500200300421654,2021,118.5508021367818,29.15511878178732,E130_N645,4
127500200300421655,2021,118.55120345587662,29.154739758197778,E130_N645,4
127500200300421656,2021,118.55160031587036,29.154356275507183,E130_N645,4
127500200300421657,2021,118.55199717586416,29.1539817110187,E130_N645,4
127500200300421658,2021,118.5523851176558,29.15361160563126,E130_N645,4
127500200300421659,2021,118.55277305944742,29.15323704114277,E130_N645,4
127500200300421660,2021,118.55315654213804,29.15286693575533,E130_N645,4
127500200300421662,2021,118.55395918032764,29.152104429475195,E130_N645,4
127500200300421664,2021,118.55476627761831,29.151337464094,E130_N645,4
127500200300421665,2021,118.55516759671312,29.150953981403404,E130_N645,4
127500200300421666,2021,118.555573374909,29.150574957813863,E130_N645,4
127500200300421669,2021,118.55676841399132,29.14943342794418,E130_N645,4
127500200300421670,2021,118.55715635578296,29.149063322556746,E130_N645,4
127500200300421671,2021,118.55755321577674,29.148684298967204,E130_N645,4
127500200300421672,2021,118.55794561666944,29.148309734478715,E130_N645,4
127500200300421673,2021,118.55834693576423,29.14792625178812,E130_N645,4
127500200300421674,2021,118.55873487755588,29.147556146400674,E130_N645,4
127500200300421676,2021,118.55954197484654,29.14678918101949,E130_N645,4
127500200300421678,2021,118.56034015393516,29.146026674739343,E130_N645,4
127500200300421681,2021,118.56151735661322,29.144907440374933,E130_N645,4
127500200300421682,2021,118.56190529840488,29.144532875886448,E130_N645,4
127500200300421683,2021,118.56229769929762,29.144158311397955,E130_N644,2
127500200300421684,2021,118.5626901001903,29.14378374690946,E130_N644,2
127500200300421685,2021,118.563082501083,29.14340918242098,E130_N644,2
127500200300421686,2021,118.5634749019757,29.14303015883144,E130_N644,2
127500200300421687,2021,118.5638762210705,29.142655594342948,E130_N644,2
127500200300421689,2021,118.56466102285592,29.14190646536596,E130_N644,2
127500200300421690,2021,118.56505342374862,29.141531900877474,E130_N644,2
127500200300421691,2021,118.56544582464132,29.14115733638899,E130_N644,2
127500200300421692,2021,118.5658426846351,29.140778312799448,E130_N644,2
127500200300421693,2021,118.56623062642674,29.140408207412,E130_N644,2
127500200300421694,2021,118.56661856821836,29.14003810202457,E130_N644,2
127500200300421695,2021,118.56702434641426,29.13965461933397,E130_N644,2
127500200300421696,2021,118.56743458371116,29.139271136643373,E130_N644,2
127500200300421697,2021,118.567840361907,29.138887653952786,E130_N644,2
127500200300421698,2021,118.56825059920394,29.138504171262184,E130_N644,2
127500200300421699,2021,118.56865637739982,29.1381206885716,E130_N644,2
127500200300421700,2021,118.5690532373936,29.137741664982045,E130_N644,2
127500200300421701,2021,118.56946793379151,29.13735818229145,E130_N644,2
127500200300421702,2021,118.56987817108848,29.136970240499803,E130_N644,2
127500200300421703,2021,118.5702750310822,29.13659121691025,E130_N644,2
127500200300421704,2021,118.57066743197493,29.13622111152282,E130_N644,2
127500200300421707,2021,118.57184909375408,29.135097418057345,E130_N644,2
127500300300420128,2021,118.41622200788775,29.274167861712225,E127_N647,3
127500300300420129,2021,118.41662778608364,29.27378883812268,E127_N647,3
127500300300420148,2021,118.42425730798608,29.266605226325577,E127_N647,3
127500300300420159,2021,118.42868073623109,29.262449344143764,E127_N647,3
127500300300420389,2021,118.52157272937647,29.17468531720984,E129_N645,4
127500300300420390,2021,118.52198296667336,29.17430183451925,E129_N645,4
127500300300420391,2021,118.52237982666712,29.17392727003076,E129_N645,4
127500300300420393,2021,118.5231869239578,29.17316922285168,E129_N645,4
127500300300420394,2021,118.52358824305264,29.17278574016108,E129_N645,4
127500300300420395,2021,118.5240029394506,29.17240225747048,E129_N645,4
127500300300420400,2021,118.52599169852044,29.170520516825924,E129_N645,4
127500300300420401,2021,118.52638409941316,29.17015041143849,E129_N645,4
127500300300420402,2021,118.52678541850796,29.169771387848947,E129_N645,4
127500300300420403,2021,118.52718673760276,29.169392364259405,E129_N645,4
127500300300420404,2021,118.52757913849544,29.169022258871973,E129_N645,4
127500300300420405,2021,118.52796708028713,29.168652153484537,E129_N645,4
127500300300420406,2021,118.52835948117982,29.168282048097097,E129_N645,4
127500300300420407,2021,118.5287563411736,29.167907483608605,E129_N645,4
127500300300420409,2021,118.529541142959,29.16716281373268,E129_N645,4
127500300300420410,2021,118.52993800295276,29.166792708345245,E129_N645,4
127500300300420411,2021,118.53032594474438,29.16642260295781,E129_N645,4
127500300300420412,2021,118.53071388653603,29.166056956671422,E129_N645,4
127500300300420413,2021,118.53110182832768,29.165686851283983,E129_N645,4
127500300300420414,2021,118.5315120656246,29.1653033685934,E129_N645,4
127500300300420415,2021,118.53192230292152,29.1649198859028,E129_N645,4
127500300300420417,2021,118.53273831841427,29.16415737962265,E129_N645,4
127500300300420418,2021,118.5331485557112,29.16377835603312,E129_N645,4
127500300300420421,2021,118.5343658902988,29.162636826163432,E129_N645,4
127500300300420422,2021,118.53476275029254,29.162266720775992,E129_N645,4
127500300300420441,2021,118.54234768118448,29.155132159090485,E130_N645,4
127500300300420442,2021,118.54274008207716,29.15476205370305,E130_N645,4
127500300300420443,2021,118.5431324829699,29.15439194831561,E130_N645,4
127500300300420445,2021,118.54391282565425,29.15364727843969,E130_N645,4
127500300300420446,2021,118.54431860385009,29.153263795749098,E130_N645,4
127500300300420447,2021,118.54472438204594,29.15288477215955,E130_N645,4
127500300300420448,2021,118.54513016024184,29.15250128946895,E130_N645,4
127500300300420449,2021,118.54554039753872,29.1521133476773,E130_N645,4
127500300300420450,2021,118.5459461757346,29.15172986498671,E130_N645,4
127500300300420451,2021,118.54633857662732,29.15135975959927,E130_N645,4
127500300300420452,2021,118.5467443548232,29.15097627690868,E130_N645,4
127500300300420453,2021,118.54713675571588,29.150601712420183,E130_N645,4
127500300300420454,2021,118.54752469750753,29.15023160703275,E130_N645,4
127500300300420455,2021,118.54792155750128,29.14985258344321,E130_N645,4
127500300300420456,2021,118.54832733569717,29.149469100752604,E130_N645,4
127500300300420457,2021,118.54873311389302,29.14908561806201,E130_N645,4
127500300300420458,2021,118.54913889208883,29.14870213537142,E130_N645,4
127500300300420461,2021,118.55036068577752,29.14754276909752,E130_N645,4
127500300300420463,2021,118.55115886486608,29.14678472191844,E130_N645,4
127500300300420465,2021,118.5519347484494,29.14604005204251,E130_N645,4
127500300300420466,2021,118.55232714934208,29.145665487554023,E130_N645,4
127500300300420467,2021,118.55272400933583,29.14529092306553,E130_N645,4
127500300300420469,2021,118.55349989291916,29.1445462531896,E130_N644,2
127500300300420470,2021,118.55387891650868,29.14417614780217,E130_N644,2
127500300300420471,2021,118.55427577650244,29.143801583313675,E130_N644,2
127500300300420472,2021,118.55466371829408,29.1434270188252,E130_N644,2
127500300300420473,2021,118.55506057828784,29.143047995235648,E130_N644,2
127500300300420475,2021,118.55584538007324,29.142298866258667,E130_N644,2
127500300300420477,2021,118.55663910006078,29.14154081907958,E130_N644,2
127500300300420478,2021,118.55703150095346,29.14116625459109,E130_N644,2
127500300300420479,2021,118.55743282004828,29.14078723100155,E130_N644,2
127500300300420480,2021,118.55782076183992,29.14041712561412,E130_N644,2
127500300300420481,2021,118.55821762183368,29.14003810202457,E130_N644,2
127500300300420482,2021,118.5586100227264,29.13965907843503,E130_N644,2
127500300300420483,2021,118.55900688272014,29.139284513946546,E130_N644,2
127500300300420484,2021,118.55940820181496,29.13890103125594,E130_N644,2
127500300300420485,2021,118.55980506180872,29.13852646676745,E130_N644,2
127500300300420486,2021,118.5601974627014,29.13814744317791,E130_N644,2
127500300300420487,2021,118.560580945392,29.137777337790475,E130_N644,2
127500300300420488,2021,118.56096888718366,29.1374116915041,E130_N644,2
127500300300420489,2021,118.56135682897532,29.1370371270156,E130_N644,2
127500300300420490,2021,118.5617626071712,29.136653644325,E130_N644,2
127500300300420491,2021,118.56216392626598,29.136274620735456,E130_N644,2
127500300300420492,2021,118.56256970446184,29.135891138044865,E130_N644,2
127500300300420493,2021,118.56297994175878,29.13550319625321,E130_N644,2
127500300300420494,2021,118.56338571995464,29.135119713562617,E130_N644,2
127500300300420495,2021,118.56378703904944,29.13474068997307,E130_N644,2
127500300300420496,2021,118.5641928172453,29.134357207282484,E130_N644,2
127500300300420497,2021,118.56459859544115,29.13397372459189,E130_N644,2
127500300300420498,2021,118.56500437363702,29.133590241901288,E130_N644,2
127500300300420499,2021,118.56540569273186,29.13321121831174,E130_N644,2
127500300300420500,2021,118.56581147092768,29.132827735621145,E130_N644,2
127500300300420502,2021,118.56660519091524,29.132074147543115,E130_N644,2
127500300300420503,2021,118.5669975918079,29.13170404215568,E130_N644,2
127500300300420504,2021,118.56740782910488,29.131316100364025,E130_N644,2
127500300300420505,2021,118.56780914819964,29.130937076774483,E130_N644,2
127500300300420506,2021,118.56822384459764,29.13054913498284,E130_N644,2
127500300300420508,2021,118.56901310548407,29.12980000600586,E130_N644,2
127500300300420509,2021,118.56940996547785,29.12942098241632,E130_N644,2
127500300300420510,2021,118.5698068254716,29.129046417927825,E130_N644,2
127500300300420513,2021,118.5710018645539,29.127918265361306,E130_N644,2
127500300300420516,2021,118.57218798543413,29.126790112794783,E130_N644,2
127500300300420517,2021,118.57258484542788,29.12641554830629,E130_N644,2
127500300300420518,2021,118.57298616452272,29.12603652471676,E130_N644,2
127500300300420519,2021,118.57338748361752,29.125657501127208,E130_N644,2
127500300300420520,2021,118.57377988451024,29.12528293663873,E130_N644,2
127500300300420521,2021,118.57416782630186,29.124912831251283,E130_N644,2
127500300300420522,2021,118.57456022719455,29.124542725863847,E130_N644,2
127500500300419719,2021,118.33384903412744,29.339970815957923,E125_N649,1
127500500300419733,2021,118.33949871516216,29.334655567502217,E126_N649,0
127500500300419734,2021,118.33990449335802,29.33427654391268,E126_N649,0
127500500300419765,2021,118.35230079428662,29.32258478095053,E126_N648,3
127500500300419766,2021,118.35269765428038,29.32221467556309,E126_N648,3
127500500300419857,2021,118.38912405078597,29.28790189295684,E126_N648,3
127500500300419858,2021,118.38951645167867,29.2875317875694,E126_N648,3
127500500300419859,2021,118.38992222987451,29.287148304878805,E127_N648,3
127500500300419860,2021,118.39032354896932,29.286769281289263,E127_N648,3
127500500300419868,2021,118.39351626532364,29.28375492897713,E127_N648,3
127500500300419871,2021,118.39471130440594,29.28262677641061,E127_N648,3
127500500300419872,2021,118.39511262350076,29.28224775282106,E127_N648,3
127500500300419889,2021,118.40189491620303,29.27585786101148,E127_N647,3
127500500300419890,2021,118.4022917761968,29.275483296522992,E127_N647,3
127500500300419893,2021,118.40347343797596,29.274368521259632,E127_N647,3
127500500300419899,2021,118.40584122063534,29.2721389707329,E127_N647,3
127500500300419900,2021,118.4062380806291,29.271768865345475,E127_N647,3
127500500300419901,2021,118.40663494062288,29.271394300856976,E127_N647,3
127500500300419902,2021,118.4070273415156,29.271024195469547,E127_N647,3
127500500300419903,2021,118.4074286606104,29.27064517188,E127_N647,3
127500500300419906,2021,118.4086326178948,29.26951701931348,E127_N647,3
127500500300419907,2021,118.40902947788854,29.269146913926047,E127_N647,3
127500500300419908,2021,118.4094263378823,29.26877234943755,E127_N647,3
127500500300419909,2021,118.40982319787604,29.26840224405012,E127_N647,3
127500500300419910,2021,118.41021559876876,29.26802767956164,E127_N647,3
127500500300419912,2021,118.41102715516048,29.26726963238254,E127_N647,3
127500500300419913,2021,118.41142401515424,29.26689506789405,E127_N647,3
127500500300419914,2021,118.41183871155222,29.2665071261024,E127_N647,3
127500500300419915,2021,118.41224894884913,29.2661236434118,E127_N647,3
127500500300419916,2021,118.41265918614606,29.2657401607212,E127_N647,3
127500500300419917,2021,118.41306942344296,29.265356678030617,E127_N647,3
127500500300419918,2021,118.41347520163886,29.26497319534002,E127_N647,3
127500500300419919,2021,118.41388097983469,29.26459417175048,E127_N647,3
127500500300419920,2021,118.41428229892952,29.264219607261985,E127_N647,3
127500500300419921,2021,118.41468807712538,29.26383612457138,E127_N647,3
127500500300419922,2021,118.41509385532125,29.26345710098185,E127_N647,3
127500500300419923,2021,118.41549517441604,29.263078077392304,E127_N647,3
127500500300419924,2021,118.4159009526119,29.26269905380277,E127_N647,3
127500500300419925,2021,118.41629781260566,29.26232448931427,E127_N647,3
127500500300419926,2021,118.41669467259943,29.26194992482578,E127_N647,3
127500500300419927,2021,118.41710045079527,29.26157090123624,E127_N647,3
127500500300419928,2021,118.4175106880922,29.261182959444582,E127_N647,3
127500500300419929,2021,118.41791646628806,29.260803935855048,E127_N647,3
127500500300419934,2021,118.41991860266106,29.25892219521049,E127_N647,3
127500500300419935,2021,118.42031100355376,29.258552089823056,E127_N647,3
127500500300419936,2021,118.42071678174965,29.258168607132465,E127_N647,3
127500500300419937,2021,118.42111810084442,29.25778958354292,E127_N647,3
127500500300419938,2021,118.42151050173712,29.25741947815548,E127_N647,3
127500500300419939,2021,118.42191182083197,29.25704045456594,E127_N647,3
127500500300419940,2021,118.42231759902782,29.25665697187534,E127_N647,3
127500500300419941,2021,118.42271891812264,29.25628240738686,E127_N647,3
127500500300419942,2021,118.42311131901536,29.25590784289836,E127_N647,3
127500500300419943,2021,118.4235170972112,29.25552881930881,E127_N647,3
127500500300419944,2021,118.42392287540709,29.255145336618224,E127_N647,3
127500500300419945,2021,118.42433311270396,29.254761853927626,E127_N647,3
127500500300419948,2021,118.42552369268526,29.2536337013611,E127_N647,3
127500500300419950,2021,118.4263129535717,29.25288457238413,E127_N647,3
127500500300419955,2021,118.4282972535405,29.251007290840622,E127_N647,3
127500500300419961,2021,118.4307096272104,29.24872869020232,E127_N647,3
127500500300419978,2021,118.43746962440748,29.24233879839273,E127_N647,3
127500500300420063,2021,118.47132311960522,29.210349207435307,E128_N646,4
127500500300420131,2021,118.49846120861643,29.18470045817588,E129_N645,4
127500500300420133,2021,118.49923709219976,29.18396024740101,E129_N645,4
127500500300420144,2021,118.50361592943425,29.17982666072446,E129_N645,4
127500500300420190,2021,118.52204093498707,29.16250751223289,E129_N645,4
127500500300420192,2021,118.52283019587357,29.1617583832559,E129_N645,4
127500500300420193,2021,118.52322259676625,29.16138381876741,E129_N645,4
127500500300420194,2021,118.52361945676,29.16100479517788,E129_N645,4
127500500300420195,2021,118.5240118576527,29.160634689790434,E129_N645,4
127500500300420196,2021,118.52439979944435,29.16026012530195,E129_N645,4
127500500300420197,2021,118.52479220033706,29.15989001991452,E129_N645,4
127500500300420198,2021,118.52518014212876,29.15951991452708,E129_N645,4
127500500300420199,2021,118.52557254302144,29.15914535003859,E129_N645,4
127500500300420200,2021,118.52597386211625,29.158761867347984,E129_N645,4
127500500300420201,2021,118.52638409941316,29.1583783846574,E129_N645,4
127500500300420202,2021,118.526789877609,29.157990442865746,E129_N645,4
127500500300420203,2021,118.5271911967038,29.15760696017515,E129_N645,4
127500500300420204,2021,118.52759697489968,29.15722347748455,E129_N645,4
