fold,budget,seed,shot_number,representation_independent_inclusion
0,250,42,319260000300420717,True
0,250,42,157691100300419053,True
0,250,42,317531100200101500,True
0,250,42,216980600200376211,True
0,250,42,319260500300420185,True
0,250,42,87340600200375593,True
0,250,42,95170800300420850,True
0,250,42,193940000200102508,True
0,250,42,311580600200378333,True
0,250,42,38270600300442132,True
0,250,42,38270600300442443,True
0,250,42,74581100300420301,True
0,250,42,48801100300419211,True
0,250,42,332990200300420677,True
0,250,42,93340100300419638,True
0,250,42,50580800200100271,True
0,250,42,48800800300419676,True
0,250,42,328260300300419759,True
0,250,42,127501100300419795,True
0,250,42,48801100300419231,True
0,250,42,95170100300419886,True
0,250,42,199890500200101052,True
0,250,42,199890300200101588,True
0,250,42,95170500300419942,True
0,250,42,50580200200100343,True
0,250,42,157081100300419734,True
0,250,42,157080200300421824,True
0,250,42,52311100300418263,True
0,250,42,311580800200100109,True
0,250,42,340570600200375963,True
0,250,42,319260500300419959,True
0,250,42,157080300300420796,True
0,250,42,98220800300420691,True
0,250,42,328260300300419044,True
0,250,42,234120100300419507,True
0,250,42,328261100300418275,True
0,250,42,331260300200101221,True
0,250,42,331260600200377050,True
0,250,42,168820800300420355,True
0,250,42,87340800200102894,True
0,250,42,219930800300419454,True
0,250,42,28040200300389731,True
0,250,42,38270100300420559,True
0,250,42,193940200200102095,True
0,250,42,153980500200101373,True
0,250,42,64210800300420490,True
0,250,42,157080800300420514,True
0,250,42,328260300300419769,True
0,250,42,174870500200101607,True
0,250,42,93340500300419502,True
0,250,42,38270500300419873,True
0,250,42,216980800200102725,True
0,250,42,216980600200376201,True
0,250,42,93340300300419547,True
0,250,42,87340500200101642,True
0,250,42,153981100200101094,True
0,250,42,216980100200101710,True
0,250,42,216980500200101739,True
0,250,42,340570000200102207,True
0,250,42,64210100300420570,True
0,250,42,168820500300420248,True
0,250,42,57040600300439598,True
0,250,42,174870100200101909,True
0,250,42,168820600300442889,True
0,250,42,328260300300419214,True
0,250,42,168820000300421402,True
0,250,42,74580500300420790,True
0,250,42,50580800200100694,True
0,250,42,52310800300419541,True
0,250,42,328260800300419192,True
0,250,42,234120800300420192,True
0,250,42,174870500200101696,True
0,250,42,38270600300442682,True
0,250,42,147780000300421456,True
0,250,42,168820100300420589,True
0,250,42,328260000300420455,True
0,250,42,38270300300420362,True
0,250,42,28040800300389654,True
0,250,42,216980800200102757,True
0,250,42,153980500200101442,True
0,250,42,93340200300420412,True
0,250,42,44680600300617820,True
0,250,42,168820200300421241,True
0,250,42,95170000300421502,True
0,250,42,234120300300419774,True
0,250,42,48801100300418982,True
0,250,42,214591100300419445,True
0,250,42,199891100200101747,True
0,250,42,234120000300420383,True
0,250,42,234120300300419873,True
0,250,42,234121100300418970,True
0,250,42,50580100200099497,True
0,250,42,38270300300420059,True
0,250,42,97610500300244472,True
0,250,42,315140600300442735,True
0,250,42,168820600300442552,True
0,250,42,234120300300419792,True
0,250,42,168821100300419056,True
0,250,42,234120500300419758,True
0,250,42,127500200300421698,True
0,250,42,317530600200377892,True
0,250,42,234121100300419334,True
0,250,42,138580300200099773,True
0,250,42,98221100300419901,True
0,250,42,199890200200102790,True
0,250,42,80070600300441583,True
0,250,42,311581100200099118,True
0,250,42,153980500200101118,True
0,250,42,319260600300443679,True
0,250,42,64210000300421434,True
0,250,42,199891100200101195,True
0,250,42,28040200300389692,True
0,250,42,331260500200101525,True
0,250,42,64210800300420413,True
0,250,42,98220500300420077,True
0,250,42,157080000300420989,True
0,250,42,328260500300419379,True
0,250,42,236510800200103159,True
0,250,42,331260300200101225,True
0,250,42,95170000300421239,True
0,250,42,234120800300420160,True
0,250,42,193940200200102224,True
0,250,42,208740600200380258,True
0,250,42,87340600200375617,True
0,250,42,98220600300441992,True
0,250,42,168821100300419011,True
0,250,42,319260200300420707,True
0,250,42,153980600200376606,True
0,250,42,93340200300420183,True
0,250,42,50580600200378232,True
0,250,42,157080800300420544,True
0,250,42,315140500300419954,True
0,250,42,74580500300420530,True
0,250,42,328260800300419949,True
0,250,42,199890800200102546,True
0,250,42,331260600200377028,True
0,250,42,199890100200101763,True
0,250,42,199890800200102427,True
0,250,42,74580500300420591,True
0,250,42,174870200200102826,True
0,250,42,38271100300419984,True
0,250,42,199891100200101740,True
0,250,42,317530200200103340,True
0,250,42,80070600300441593,True
0,250,42,74580800300421125,True
0,250,42,52310300300419959,True
0,250,42,216980800200102659,True
0,250,42,168820800300420218,True
0,250,42,93340600300442928,True
0,250,42,38270000300421327,True
0,250,42,95170600300442284,True
0,250,42,28041100300384874,True
0,250,42,174870800200102581,True
0,250,42,234120300300419949,True
0,250,42,98220300300420140,True
0,250,42,98220300300420266,True
0,250,42,168820800300419964,True
0,250,42,48800300300419798,True
0,250,42,168820100300420582,True
0,250,42,93340000300420499,True
0,250,42,153980300200101632,True
0,250,42,234120000300420558,True
0,250,42,52310100300419607,True
0,250,42,127500800300421133,True
0,250,42,234120800300419998,True
0,250,42,234120800300419914,True
0,250,42,157081100300419906,True
0,250,42,328260100300419150,True
0,250,42,67871100300420400,True
0,250,42,199890200200102724,True
0,250,42,64210200300421947,True
0,250,42,74580300300420973,True
0,250,42,74580800300420719,True
0,250,42,331261100200101645,True
0,250,42,157690800300419686,True
0,250,42,38270300300420129,True
0,250,42,340570500200101874,True
0,250,42,67870600300441283,True
0,250,42,38270800300421288,True
0,250,42,340570500200101838,True
0,250,42,50580000200100436,True
0,250,42,38270100300419924,True
0,250,42,199890000200102778,True
0,250,42,193940200200102790,True
0,250,42,74580600300442031,True
0,250,42,340570500200101707,True
0,250,42,311580800200100748,True
0,250,42,98220000300421055,True
0,250,42,98220500300419736,True
0,250,42,331260300200101258,True
0,250,42,50580300200099441,True
0,250,42,319260500300419923,True
0,250,42,138580300200099829,True
0,250,42,153980000200102181,True
0,250,42,30890600200376990,True
0,250,42,234121100300419303,True
0,250,42,98220000300421781,True
0,250,42,319260100300420199,True
0,250,42,340570300200101775,True
0,250,42,328260000300420250,True
0,250,42,81290500300420186,True
0,250,42,328260600300442536,True
0,250,42,52310200300420799,True
0,250,42,332990100300419355,True
0,250,42,331261100200101411,True
0,250,42,199890500200101412,True
0,250,42,64210000300421589,True
0,250,42,328260300300419824,True
0,250,42,95170800300420491,True
0,250,42,74580200300421893,True
0,250,42,168820600300442816,True
0,250,42,64210600300440481,True
0,250,42,64210100300420250,True
0,250,42,98220600300442373,True
0,250,42,193940800200102809,True
0,250,42,317531100200101588,True
0,250,42,28040300300384440,True
0,250,42,64210000300421680,True
0,250,42,28041100300384620,True
0,250,42,127500600300442494,True
0,250,42,81290300300420399,True
0,250,42,168820200300421423,True
0,250,42,81290800300420732,True
0,250,42,50580600200378195,True
0,250,42,319260200300420909,True
0,250,42,219930600300441818,True
0,250,42,81290200300421219,True
0,250,42,168821100300419724,True
0,250,42,80070500300420473,True
0,250,42,168821100300419660,True
0,250,42,95170800300420792,True
0,250,42,64210800300419833,True
0,500,42,74580100300420778,True
0,500,42,74580100300420414,True
0,500,42,216980200200102592,True
0,500,42,340570000200102779,True
0,500,42,98220300300420627,True
0,500,42,216980500200101716,True
0,500,42,81290100300420266,True
0,500,42,92730000300420426,True
0,500,42,50580300200099045,True
0,500,42,199890300200101196,True
0,500,42,328260000300420187,True
0,500,42,168820100300419976,True
0,500,42,50580100200099514,True
0,500,42,81291100300419988,True
0,500,42,328260000300420491,True
0,500,42,340570000200102813,True
0,500,42,168820500300420172,True
0,500,42,28041100300384508,True
0,500,42,319260000300420717,True
0,500,42,157691100300419053,True
0,500,42,317531100200101500,True
0,500,42,216980600200376211,True
0,500,42,319260500300420185,True
0,500,42,87340600200375593,True
0,500,42,95170800300420850,True
0,500,42,193940000200102508,True
0,500,42,311580600200378333,True
0,500,42,38270600300442132,True
0,500,42,38270600300442443,True
0,500,42,74581100300420301,True
0,500,42,48801100300419211,True
0,500,42,332990200300420677,True
0,500,42,93340100300419638,True
0,500,42,50580800200100271,True
0,500,42,48800800300419676,True
0,500,42,328260300300419759,True
0,500,42,127501100300419795,True
0,500,42,48801100300419231,True
0,500,42,95170100300419886,True
0,500,42,199890500200101052,True
0,500,42,199890300200101588,True
0,500,42,95170500300419942,True
0,500,42,50580200200100343,True
0,500,42,157081100300419734,True
0,500,42,157080200300421824,True
0,500,42,52311100300418263,True
0,500,42,311580800200100109,True
0,500,42,340570600200375963,True
0,500,42,319260500300419959,True
0,500,42,157080300300420796,True
0,500,42,98220800300420691,True
0,500,42,328260300300419044,True
0,500,42,234120100300419507,True
0,500,42,328261100300418275,True
0,500,42,331260300200101221,True
0,500,42,331260600200377050,True
0,500,42,168820800300420355,True
0,500,42,87340800200102894,True
0,500,42,219930800300419454,True
0,500,42,28040200300389731,True
0,500,42,38270100300420559,True
0,500,42,193940200200102095,True
0,500,42,153980500200101373,True
0,500,42,64210800300420490,True
0,500,42,157080800300420514,True
0,500,42,328260300300419769,True
0,500,42,174870500200101607,True
0,500,42,93340500300419502,True
0,500,42,38270500300419873,True
0,500,42,216980800200102725,True
0,500,42,216980600200376201,True
0,500,42,93340300300419547,True
0,500,42,87340500200101642,True
0,500,42,153981100200101094,True
0,500,42,216980100200101710,True
0,500,42,216980500200101739,True
0,500,42,340570000200102207,True
0,500,42,64210100300420570,True
0,500,42,168820500300420248,True
0,500,42,57040600300439598,True
0,500,42,174870100200101909,True
0,500,42,168820600300442889,True
0,500,42,328260300300419214,True
0,500,42,168820000300421402,True
0,500,42,74580500300420790,True
0,500,42,50580800200100694,True
0,500,42,52310800300419541,True
0,500,42,328260800300419192,True
0,500,42,234120800300420192,True
0,500,42,174870500200101696,True
0,500,42,38270600300442682,True
0,500,42,147780000300421456,True
0,500,42,168820100300420589,True
0,500,42,328260000300420455,True
0,500,42,38270300300420362,True
0,500,42,28040800300389654,True
0,500,42,216980800200102757,True
0,500,42,153980500200101442,True
0,500,42,93340200300420412,True
0,500,42,44680600300617820,True
0,500,42,168820200300421241,True
0,500,42,95170000300421502,True
0,500,42,234120300300419774,True
0,500,42,48801100300418982,True
0,500,42,214591100300419445,True
0,500,42,199891100200101747,True
0,500,42,234120000300420383,True
0,500,42,234120300300419873,True
0,500,42,234121100300418970,True
0,500,42,50580100200099497,True
0,500,42,38270300300420059,True
0,500,42,97610500300244472,True
0,500,42,315140600300442735,True
0,500,42,168820600300442552,True
0,500,42,234120300300419792,True
0,500,42,168821100300419056,True
0,500,42,234120500300419758,True
0,500,42,127500200300421698,True
0,500,42,317530600200377892,True
0,500,42,234121100300419334,True
0,500,42,138580300200099773,True
0,500,42,98221100300419901,True
0,500,42,199890200200102790,True
0,500,42,80070600300441583,True
0,500,42,311581100200099118,True
0,500,42,153980500200101118,True
0,500,42,319260600300443679,True
0,500,42,64210000300421434,True
0,500,42,199891100200101195,True
0,500,42,28040200300389692,True
0,500,42,331260500200101525,True
0,500,42,64210800300420413,True
0,500,42,98220500300420077,True
0,500,42,157080000300420989,True
0,500,42,328260500300419379,True
0,500,42,236510800200103159,True
0,500,42,331260300200101225,True
0,500,42,95170000300421239,True
0,500,42,234120800300420160,True
0,500,42,193940200200102224,True
0,500,42,208740600200380258,True
0,500,42,87340600200375617,True
0,500,42,98220600300441992,True
0,500,42,168821100300419011,True
0,500,42,319260200300420707,True
0,500,42,153980600200376606,True
0,500,42,93340200300420183,True
0,500,42,50580600200378232,True
0,500,42,157080800300420544,True
0,500,42,315140500300419954,True
0,500,42,74580500300420530,True
0,500,42,328260800300419949,True
0,500,42,199890800200102546,True
0,500,42,331260600200377028,True
0,500,42,199890100200101763,True
0,500,42,199890800200102427,True
0,500,42,74580500300420591,True
0,500,42,174870200200102826,True
0,500,42,38271100300419984,True
0,500,42,199891100200101740,True
0,500,42,317530200200103340,True
0,500,42,80070600300441593,True
0,500,42,74580800300421125,True
0,500,42,52310300300419959,True
0,500,42,216980800200102659,True
0,500,42,168820800300420218,True
0,500,42,93340600300442928,True
0,500,42,38270000300421327,True
0,500,42,95170600300442284,True
0,500,42,28041100300384874,True
0,500,42,174870800200102581,True
0,500,42,234120300300419949,True
0,500,42,98220300300420140,True
0,500,42,98220300300420266,True
0,500,42,168820800300419964,True
0,500,42,48800300300419798,True
0,500,42,168820100300420582,True
0,500,42,93340000300420499,True
0,500,42,153980300200101632,True
0,500,42,234120000300420558,True
0,500,42,52310100300419607,True
0,500,42,127500800300421133,True
0,500,42,234120800300419998,True
0,500,42,234120800300419914,True
0,500,42,157081100300419906,True
0,500,42,328260100300419150,True
0,500,42,67871100300420400,True
0,500,42,199890200200102724,True
0,500,42,64210200300421947,True
0,500,42,74580300300420973,True
0,500,42,74580800300420719,True
0,500,42,331261100200101645,True
0,500,42,157690800300419686,True
0,500,42,38270300300420129,True
0,500,42,340570500200101874,True
0,500,42,67870600300441283,True
0,500,42,38270800300421288,True
0,500,42,340570500200101838,True
0,500,42,50580000200100436,True
0,500,42,38270100300419924,True
0,500,42,199890000200102778,True
0,500,42,193940200200102790,True
0,500,42,74580600300442031,True
0,500,42,340570500200101707,True
0,500,42,311580800200100748,True
0,500,42,98220000300421055,True
0,500,42,98220500300419736,True
0,500,42,331260300200101258,True
0,500,42,50580300200099441,True
0,500,42,319260500300419923,True
0,500,42,138580300200099829,True
0,500,42,153980000200102181,True
0,500,42,30890600200376990,True
0,500,42,234121100300419303,True
0,500,42,98220000300421781,True
0,500,42,319260100300420199,True
0,500,42,340570300200101775,True
0,500,42,328260000300420250,True
0,500,42,81290500300420186,True
0,500,42,328260600300442536,True
0,500,42,52310200300420799,True
0,500,42,332990100300419355,True
0,500,42,331261100200101411,True
0,500,42,199890500200101412,True
0,500,42,64210000300421589,True
0,500,42,328260300300419824,True
0,500,42,95170800300420491,True
0,500,42,74580200300421893,True
0,500,42,168820600300442816,True
0,500,42,64210600300440481,True
0,500,42,64210100300420250,True
0,500,42,98220600300442373,True
0,500,42,193940800200102809,True
0,500,42,317531100200101588,True
0,500,42,28040300300384440,True
0,500,42,64210000300421680,True
0,500,42,28041100300384620,True
0,500,42,127500600300442494,True
0,500,42,81290300300420399,True
0,500,42,168820200300421423,True
0,500,42,81290800300420732,True
0,500,42,50580600200378195,True
0,500,42,319260200300420909,True
0,500,42,219930600300441818,True
0,500,42,81290200300421219,True
0,500,42,168821100300419724,True
0,500,42,80070500300420473,True
0,500,42,168821100300419660,True
0,500,42,95170800300420792,True
0,500,42,64210800300419833,True
0,500,42,328260500300419674,True
0,500,42,28040800300390247,True
0,500,42,174870500200101873,True
0,500,42,28041100300384528,True
0,500,42,319261100300419189,True
0,500,42,147780800300420918,True
0,500,42,193940600200377997,True
0,500,42,74580100300420625,True
0,500,42,331260200200102955,True
0,500,42,95170100300420486,True
0,500,42,193941100200101342,True
0,500,42,93340500300419775,True
0,500,42,319260800300420120,True
0,500,42,50580600200378821,True
0,500,42,50580100200098843,True
0,500,42,64210200300421811,True
0,500,42,127500000300421104,True
0,500,42,98220200300421734,True
0,500,42,38270200300421256,True
0,500,42,174870100200101571,True
0,500,42,340570500200101365,True
0,500,42,157081100300419949,True
0,500,42,64210500300420886,True
0,500,42,93340500300419531,True
0,500,42,193940800200102656,True
0,500,42,38271100300420303,True
0,500,42,153980800200103003,True
0,500,42,50580600200378952,True
0,500,42,28040300300384520,True
0,500,42,38270100300420122,True
0,500,42,193941100200101218,True
0,500,42,216980000200102677,True
0,500,42,81290800300420912,True
0,500,42,199890600200377075,True
0,500,42,95170600300442260,True
0,500,42,328260500300419023,True
0,500,42,48800800300419588,True
0,500,42,319260200300420790,True
0,500,42,30890600200376997,True
0,500,42,340570000200102722,True
0,500,42,50580200200100087,True
0,500,42,38270300300420210,True
0,500,42,79460800300420991,True
0,500,42,50580600200378325,True
0,500,42,234120300300419869,True
0,500,42,95170200300421625,True
0,500,42,328260200300420461,True
0,500,42,193940000200103112,True
0,500,42,52310800300419502,True
0,500,42,98220300300420478,True
0,500,42,216980300200101547,True
0,500,42,74580200300422069,True
0,500,42,174870600200377121,True
0,500,42,81290600300441434,True
0,500,42,28040600300477274,True
0,500,42,81290500300420086,True
0,500,42,193940100200101109,True
0,500,42,311581100200099247,True
0,500,42,193940200200102270,True
0,500,42,28040000300389870,True
0,500,42,157080600300442288,True
0,500,42,174870200200102445,True
0,500,42,236510800200103134,True
0,500,42,38270100300420286,True
0,500,42,30890800200102688,True
0,500,42,64211100300419752,True
0,500,42,340570300200101212,True
0,500,42,38270800300421230,True
0,500,42,48800100300419686,True
0,500,42,138580500200099718,True
0,500,42,38270600300442255,True
0,500,42,30890800200102533,True
0,500,42,332991100300418118,True
0,500,42,81290600300441524,True
0,500,42,216980200200102832,True
0,500,42,64211100300419564,True
0,500,42,174870600200376533,True
0,500,42,98220600300442039,True
0,500,42,199890500200101217,True
0,500,42,153980600200376373,True
0,500,42,74580500300420738,True
0,500,42,174870500200101723,True
0,500,42,95170000300421055,True
0,500,42,216980300200101552,True
0,500,42,328260000300420339,True
0,500,42,340570500200101175,True
0,500,42,340571100200101091,True
0,500,42,193940200200102251,True
0,500,42,168820800300420484,True
0,500,42,331260500200101196,True
0,500,42,199891100200101173,True
0,500,42,332991100300418014,True
0,500,42,174870600200376910,True
0,500,42,236510500200101363,True
0,500,42,48800500300419491,True
0,500,42,193940800200102855,True
0,500,42,127500600300442611,True
0,500,42,157080500300420186,True
0,500,42,74580600300442063,True
0,500,42,92730100300419533,True
0,500,42,50580800200100147,True
0,500,42,64210800300420524,True
0,500,42,67870600300441325,True
0,500,42,74580600300441957,True
0,500,42,28040500300384531,True
0,500,42,193940100200101335,True
0,500,42,328260100300419666,True
0,500,42,174870500200101739,True
0,500,42,317530600200377889,True
0,500,42,93340800300419805,True
0,500,42,127500200300421658,True
0,500,42,48800600300440562,True
0,500,42,317531100200101598,True
0,500,42,38270000300421294,True
0,500,42,311580800200100744,True
0,500,42,93340600300442646,True
0,500,42,28040200300389765,True
0,500,42,93340200300420103,True
0,500,42,28041100300384289,True
0,500,42,216981100200101570,True
0,500,42,93340100300419677,True
0,500,42,234120100300419951,True
0,500,42,87340600200375596,True
0,500,42,81290500300420009,True
0,500,42,81290100300420398,True
0,500,42,208740600200379900,True
0,500,42,234120800300420296,True
0,500,42,168820100300420244,True
0,500,42,93341100300419246,True
0,500,42,98220200300421711,True
0,500,42,50581100200098858,True
0,500,42,64210000300421992,True
0,500,42,50580600200378995,True
0,500,42,127500300300420395,True
0,500,42,28040600300477162,True
0,500,42,28040300300384352,True
0,500,42,157080800300420772,True
0,500,42,50580300200099180,True
0,500,42,50581100200099225,True
0,500,42,92730100300419637,True
0,500,42,138580800200100741,True
0,500,42,95170800300420274,True
0,500,42,30890000200102576,True
0,500,42,157080800300420805,True
0,500,42,311581100200099589,True
0,500,42,340571100200101085,True
0,500,42,138580300200099761,True
0,500,42,50580100200099360,True
0,500,42,80070100300420521,True
0,500,42,311580000200100812,True
0,500,42,193940300200101842,True
0,500,42,168820800300420541,True
0,500,42,234120300300419765,True
0,500,42,74580000300421896,True
0,500,42,81290200300421356,True
0,500,42,319261100300418986,True
0,500,42,28040300300384284,True
0,500,42,95170600300442273,True
0,500,42,64211100300419650,True
0,500,42,199890500200101346,True
0,500,42,199890000200102500,True
0,500,42,168820800300420272,True
0,500,42,234121100300418971,True
0,500,42,157081100300419580,True
0,500,42,193941100200100951,True
0,500,42,319260300300420218,True
0,500,42,95170600300442268,True
0,500,42,157080800300420769,True
0,500,42,193941100200100862,True
0,500,42,48800500300419860,True
0,500,42,157081100300419316,True
0,500,42,234120200300420981,True
0,500,42,81290600300441359,True
0,500,42,317530500200101849,True
0,500,42,216980300200101839,True
0,500,42,28041100300384802,True
0,500,42,98220100300420449,True
0,500,42,168820100300420358,True
0,500,42,95170600300442613,True
0,500,42,64210500300421207,True
0,500,42,234120800300419734,True
0,500,42,168820100300420387,True
0,500,42,193940000200102827,True
0,500,42,216980600200376158,True
0,500,42,95171100300419819,True
0,500,42,93340200300420253,True
0,500,42,168821100300419323,True
0,500,42,30890600200377299,True
0,500,42,28040300300384940,True
0,500,42,340570600200376182,True
0,500,42,157080600300442698,True
0,500,42,93340100300419631,True
0,500,42,234120500300419668,True
0,500,42,216980800200102876,True
0,500,42,328260200300421076,True
0,500,42,50580800200100343,True
0,500,42,153980800200102781,True
0,500,42,208741100200099267,True
0,500,42,48800500300419441,True
0,500,42,174870100200101489,True
0,500,42,74580600300441908,True
0,500,42,153980000200102317,True
0,500,42,64210300300420924,True
0,500,42,74580600300441916,True
0,500,42,340570200200102192,True
0,500,42,168820500300419880,True
0,500,42,67871100300420746,True
0,500,42,174871100200101539,True
0,500,42,38270100300420516,True
0,500,42,67870500300420816,True
0,500,42,234120800300420193,True
0,500,42,64211100300419184,True
0,500,42,98221100300419444,True
0,500,42,328260600300442648,True
0,500,42,168820000300421403,True
0,500,42,236510600200376882,True
0,500,42,93340600300443250,True
0,500,42,50580000200100046,True
0,500,42,168821100300419317,True
0,500,42,234120800300420219,True
0,500,42,93340000300420240,True
0,500,42,30890600200377101,True
0,500,42,28040000300389929,True
0,500,42,28040200300390042,True
0,500,42,98220300300420289,True
0,500,42,328260500300419141,True
0,500,42,328261100300418729,True
0,500,42,153980500200101110,True
0,500,42,93340000300420454,True
0,500,42,38271100300419637,True
0,500,42,174870500200101642,True
0,500,42,340570300200101800,True
0,500,42,319260100300419671,True
0,500,42,317530800200102859,True
0,500,42,234120800300420063,True
0,500,42,319260000300421316,True
0,500,42,28040800300389592,True
0,500,42,28041100300384285,True
0,500,42,174870500200101507,True
0,500,42,234120000300420364,True
0,500,42,317530200200102916,True
0,500,42,319260000300421068,True
0,500,42,193940500200101342,True
0,500,42,157080500300420764,True
0,500,42,30890000200102158,True
0,500,42,340571100200101321,True
0,500,42,79460800300421019,True
0,500,42,174870600200377189,True
0,500,42,50580500200099423,True
0,500,42,30890500200101221,True
0,1000,42,74580100300420778,True
0,1000,42,74580100300420414,True
0,1000,42,216980200200102592,True
0,1000,42,340570000200102779,True
