shot_number,lon,lat,delta_time,year,spatial_block_id,spatial_block_x,spatial_block_y,sampling_random,agbd,agbd_se,date,spatial_fold
46900300300206434,-85.53629572042864,34.66011982372315,55987296.54548,2019,EPSG5070_50KM_18_26,18,26,0.5032185714296646,127.593842,10.294926643371582,2019-10-11T00:01:36.545479Z,3
46900100300206464,-85.54004582441459,34.67483485719952,55987296.677704,2019,EPSG5070_50KM_18_26,18,26,0.5877890905370289,227.339935,10.306771278381348,2019-10-11T00:01:36.677703Z,3
46900200300211573,-85.53391010136505,34.665501958694655,55987296.56614,2019,EPSG5070_50KM_18_26,18,26,0.6092071196957989,253.878647,10.310291290283203,2019-10-11T00:01:36.566140Z,3
22930500300206857,-85.53853418915747,34.70045239275157,42642873.612534,2019,EPSG5070_50KM_18_26,18,26,0.6468402010784631,252.327835,10.308921813964844,2019-05-09T13:14:33.612534Z,3
46900100300206465,-85.53959545520819,34.67448704731735,55987296.685968,2019,EPSG5070_50KM_18_26,18,26,0.6488161051087431,32.097851,10.29886531829834,2019-10-11T00:01:36.685967Z,3
46900300300206438,-85.53447194809779,34.65871520689132,55987296.578536,2019,EPSG5070_50KM_18_26,18,26,0.6678807922315941,136.158371,10.295266151428224,2019-10-11T00:01:36.578535Z,3
46900200300211554,-85.54281492616879,34.67249382914646,55987296.40086,2019,EPSG5070_50KM_18_26,18,26,0.8136814143915209,331.609711,10.31328010559082,2019-10-11T00:01:36.400859Z,3
46900300300206436,-85.53538606381375,34.65941974485776,55987296.562008,2019,EPSG5070_50KM_18_26,18,26,0.8177426076538611,212.606049,10.302986145019531,2019-10-11T00:01:36.562008Z,3
46900100300206487,-85.52964720075795,34.66674604788856,55987296.867776,2019,EPSG5070_50KM_18_26,18,26,0.8655972300349948,85.338997,10.29799461364746,2019-10-11T00:01:36.867775Z,3
46900200300211580,-85.53071292590973,34.663040534913144,55987296.623988,2019,EPSG5070_50KM_18_26,18,26,0.8753808866684073,170.323746,10.302512168884276,2019-10-11T00:01:36.623988Z,3
46900300300206431,-85.537660205351,34.66117663067281,55987296.520688,2019,EPSG5070_50KM_18_26,18,26,0.8917479661468659,164.523956,10.303576469421388,2019-10-11T00:01:36.520687Z,3
22930500300206860,-85.53716078603301,34.69939112670085,42642873.637332,2019,EPSG5070_50KM_18_26,18,26,0.8927088354090438,11.919866561889648,10.306299209594728,2019-05-09T13:14:33.637332Z,3
46900200300211553,-85.54326083627413,34.67284609812969,55987296.392596,2019,EPSG5070_50KM_18_26,18,26,0.9288906275562476,322.783173,10.312732696533203,2019-10-11T00:01:36.392595Z,3
46900100300206460,-85.54184730124018,34.676235014930306,55987296.644648,2019,EPSG5070_50KM_18_26,18,26,0.952645071006732,267.421814,10.30576515197754,2019-10-11T00:01:36.644648Z,3
46900200300211576,-85.53254561644269,34.66444961084604,55987296.590932,2019,EPSG5070_50KM_18_26,18,26,0.9705332639066584,240.722015,10.308320999145508,2019-10-11T00:01:36.590931Z,3
46900200300211579,-85.53117221331823,34.66339280389638,55987296.615724,2019,EPSG5070_50KM_18_26,18,26,0.9924433174099784,165.483627,10.29914093017578,2019-10-11T00:01:36.615723Z,3
43391100300415598,-85.48734370906391,34.97682301694309,54032204.720649,2019,EPSG5070_50KM_18_27,18,27,4.42225950090247e-05,22.668922424316406,10.301133155822754,2019-09-18T08:56:44.720648Z,1
31590000200254846,-85.5339814469819,34.86776232337792,47460728.754053,2019,EPSG5070_50KM_18_27,18,27,0.0005502381034220294,187.703125,10.304204940795898,2019-07-04T07:32:08.754052Z,1
31590800200254752,-85.51616733827339,34.83472484367293,47460728.853221,2019,EPSG5070_50KM_18_27,18,27,0.0014491773215274,17.901582717895508,10.302675247192385,2019-07-04T07:32:08.853220Z,1
37851100200255003,-85.53549308223903,34.95803236510387,50945615.775854,2019,EPSG5070_50KM_18_27,18,27,0.0015244296588572,137.183975,10.297443389892578,2019-08-13T15:33:35.775853Z,1
37850000200254850,-85.59500870399937,34.96735634540662,50945615.056867,2019,EPSG5070_50KM_18_27,18,27,0.0026774785042957,10.934976577758787,10.306785583496094,2019-08-13T15:33:35.056867Z,1
31591100200254859,-85.54198553337284,34.80715422185947,47460728.254063,2019,EPSG5070_50KM_18_27,18,27,0.0033228889369523,199.225891,10.30231761932373,2019-07-04T07:32:08.254063Z,1
31590000200254874,-85.52073791685316,34.8779825829924,47460728.993709,2019,EPSG5070_50KM_18_27,18,27,0.0037482078087549,96.35877990722656,10.296780586242676,2019-07-04T07:32:08.993708Z,1
31590500200254797,-85.54593183780514,34.82774189142323,47460728.187935,2019,EPSG5070_50KM_18_27,18,27,0.0043208769123375,338.707886,10.309733390808104,2019-07-04T07:32:08.187935Z,1
31590300200254890,-85.53130598634984,34.84756705470686,47460728.196202,2019,EPSG5070_50KM_18_27,18,27,0.0044439070799391,60.1151237487793,10.295565605163574,2019-07-04T07:32:08.196202Z,1
31590200200254912,-85.52467976218442,34.86039588843762,47460728.448285,2019,EPSG5070_50KM_18_27,18,27,0.0045998210444193,28.17264747619629,10.29948616027832,2019-07-04T07:32:08.448284Z,1
31590200200254957,-85.5041456018333,34.87628366549105,47460728.820165,2019,EPSG5070_50KM_18_27,18,27,0.0050322834832419,158.7426300048828,10.30047607421875,2019-07-04T07:32:08.820165Z,1
37850600200254930,-85.55297721746959,34.960774712251734,50945615.33373,2019,EPSG5070_50KM_18_27,18,27,0.0052745126255799,309.364471,10.310188293457031,2019-08-13T15:33:35.333729Z,1
31590200200254895,-85.53242522071425,34.85439393841968,47460728.307793,2019,EPSG5070_50KM_18_27,18,27,0.0053871255998075,289.905701,10.306743621826172,2019-07-04T07:32:08.307792Z,1
31590600200254843,-85.51942694114345,34.840615316164524,47460728.539189,2019,EPSG5070_50KM_18_27,18,27,0.0061197392582108,399.065369,10.322184562683104,2019-07-04T07:32:08.539189Z,1
37851100200254938,-85.56521299076024,34.93522852231654,50945615.238694,2019,EPSG5070_50KM_18_27,18,27,0.0062198457349234,156.182999,10.2970552444458,2019-08-13T15:33:35.238693Z,1
31590100200254756,-85.57115251336343,34.83129133586177,47460727.948258,2019,EPSG5070_50KM_18_27,18,27,0.0062486606836215,10.822311401367188,10.307262420654297,2019-07-04T07:32:07.948257Z,1
37850300200254925,-85.55393592419607,34.9763904841409,50945615.184979,2019,EPSG5070_50KM_18_27,18,27,0.0063491124716374,158.621384,10.300146102905272,2019-08-13T15:33:35.184978Z,1
31590800200254668,-85.55446209812038,34.80506736256646,47460728.159004,2019,EPSG5070_50KM_18_27,18,27,0.0066825412416575,331.084229,10.31410026550293,2019-07-04T07:32:08.159004Z,1
31590500200254879,-85.50762370065499,34.8573993725297,47460728.882145,2019,EPSG5070_50KM_18_27,18,27,0.0073389857383798,63.26926040649414,10.29708766937256,2019-07-04T07:32:08.882145Z,1
37850100200254891,-85.57186151043092,34.97734919086739,50945615.341995,2019,EPSG5070_50KM_18_27,18,27,0.0074954372123938,214.791153,10.300359725952148,2019-08-13T15:33:35.341995Z,1
37851100200255069,-85.50529159080403,34.981143885863865,50945616.321334,2019,EPSG5070_50KM_18_27,18,27,0.0082324185980506,151.846802,10.296262741088867,2019-08-13T15:33:36.321333Z,1
37850200200254887,-85.57203095627098,34.97026813839452,50945614.990739,2019,EPSG5070_50KM_18_27,18,27,0.009056225357213,165.167923,10.29692840576172,2019-08-13T15:33:34.990739Z,1
31590000200254881,-85.5175362822968,34.88045292497601,47460729.051557,2019,EPSG5070_50KM_18_27,18,27,0.0090662031678993,90.37269592285156,10.29651927947998,2019-07-04T07:32:09.051556Z,1
31590300200254822,-85.5623234932776,34.82356371373616,47460727.634226,2019,EPSG5070_50KM_18_27,18,27,0.0096830202079399,11.513330459594728,10.306720733642578,2019-07-04T07:32:07.634226Z,1
31590000200254833,-85.53990759228193,34.863169449292855,47460728.646621,2019,EPSG5070_50KM_18_27,18,27,0.0097919921048378,244.041916,10.306431770324709,2019-07-04T07:32:08.646620Z,1
37850800200254874,-85.55359257341496,34.951803000932195,50945615.581651,2019,EPSG5070_50KM_18_27,18,27,0.0098811059586795,301.209229,10.310795783996582,2019-08-13T15:33:35.581651Z,1
31590500200254752,-85.56645707995415,34.81186749167296,47460727.816033,2019,EPSG5070_50KM_18_27,18,27,0.0101962428725814,11.319844245910645,10.30660915374756,2019-07-04T07:32:07.816032Z,1
31590800200254691,-85.5439921288469,34.81318738558479,47460728.349117,2019,EPSG5070_50KM_18_27,18,27,0.0111290776628674,51.271198,10.296464920043944,2019-07-04T07:32:08.349117Z,1
31591100200254936,-85.50686119437485,34.834359197386554,47460728.890409,2019,EPSG5070_50KM_18_27,18,27,0.011488187582802,284.415588,10.318937301635742,2019-07-04T07:32:08.890409Z,1
31590200200254955,-85.50505971754926,34.87557466842355,47460728.803637,2019,EPSG5070_50KM_18_27,18,27,0.0115287441964671,24.10857963562012,10.300883293151855,2019-07-04T07:32:08.803636Z,1
37850500200255054,-85.54490178546179,34.9747138621448,50945615.610574,2019,EPSG5070_50KM_18_27,18,27,0.0123513584375086,210.267746,10.30522346496582,2019-08-13T15:33:35.610574Z,1
37850500200255072,-85.53664798941186,34.98103240833754,50945615.759327,2019,EPSG5070_50KM_18_27,18,27,0.012579601113646,300.432983,10.31387710571289,2019-08-13T15:33:35.759327Z,1
37850800200254959,-85.51469583492575,34.981589795969214,50945616.284146,2019,EPSG5070_50KM_18_27,18,27,0.0131116265670627,43.23342514038086,10.29725170135498,2019-08-13T15:33:36.284146Z,1
37850600200254981,-85.52965611896006,34.97866462567816,50945615.755195,2019,EPSG5070_50KM_18_27,18,27,0.0131189938200735,238.770615,10.307442665100098,2019-08-13T15:33:35.755194Z,1
37850800200254827,-85.57507206318941,34.93531770433761,50945615.193242,2019,EPSG5070_50KM_18_27,18,27,0.0145387547162589,166.94989013671875,10.29823398590088,2019-08-13T15:33:35.193241Z,1
31590600200254787,-85.5449686719776,34.820839202992495,47460728.076349,2019,EPSG5070_50KM_18_27,18,27,0.0147878093312724,11.9806547164917,10.30537223815918,2019-07-04T07:32:08.076348Z,1
37850600200254855,-85.58725878636848,34.934461556935354,50945614.713875,2019,EPSG5070_50KM_18_27,18,27,0.0154724710746393,110.63936614990234,10.301392555236816,2019-08-13T15:33:34.713875Z,1
37850800200254961,-85.51377726010874,34.98229433393567,50945616.300674,2019,EPSG5070_50KM_18_27,18,27,0.0163302385209883,174.682068,10.29801082611084,2019-08-13T15:33:36.300673Z,1
31590500200254862,-85.51538699558904,34.85139742251175,47460728.741657,2019,EPSG5070_50KM_18_27,18,27,0.0169898768369857,169.28713989257812,10.299503326416016,2019-07-04T07:32:08.741656Z,1
37851100200254895,-85.58486424910278,34.92014338345274,50945614.883287,2019,EPSG5070_50KM_18_27,18,27,0.017542958249515,11.02108097076416,10.30703067779541,2019-08-13T15:33:34.883286Z,1
31590600200254874,-85.505287131703,34.85155795014969,47460728.795373,2019,EPSG5070_50KM_18_27,18,27,0.0190343427163885,220.4790802001953,10.304473876953123,2019-07-04T07:32:08.795373Z,1
31590800200254757,-85.51388427853402,34.836490647690084,47460728.894541,2019,EPSG5070_50KM_18_27,18,27,0.0196018005637135,454.916473,10.331332206726074,2019-07-04T07:32:08.894541Z,1
31590100200254780,-85.56019650207512,34.839754709661214,47460728.146606,2019,EPSG5070_50KM_18_27,18,27,0.0207893799646262,54.085098,10.296472549438477,2019-07-04T07:32:08.146605Z,1
31590500200254791,-85.5486652667509,34.82562827752389,47460728.138339,2019,EPSG5070_50KM_18_27,18,27,0.0237935689168877,49.09059524536133,10.29696273803711,2019-07-04T07:32:08.138338Z,1
31590200200254831,-85.56161449621011,34.831808591583965,47460727.778846,2019,EPSG5070_50KM_18_27,18,27,0.0239014239533409,253.252747,10.306260108947754,2019-07-04T07:32:07.778846Z,1
31590600200254878,-85.50346781847317,34.85296702608258,47460728.828429,2019,EPSG5070_50KM_18_27,18,27,0.0245600303327436,10.4717378616333,10.307202339172363,2019-07-04T07:32:08.828428Z,1
37850000200254862,-85.58951063240046,34.97157465500318,50945615.156055,2019,EPSG5070_50KM_18_27,18,27,0.0252067050844888,269.392151,10.309849739074709,2019-08-13T15:33:35.156055Z,1
31590200200254866,-85.54565983264088,34.84415138329991,47460728.068086,2019,EPSG5070_50KM_18_27,18,27,0.0252627238794111,24.070101,10.300959587097168,2019-07-04T07:32:08.068085Z,1
37850600200254951,-85.54339015020467,34.96813668809097,50945615.507275,2019,EPSG5070_50KM_18_27,18,27,0.0256695125527253,11.158197402954102,10.306732177734377,2019-08-13T15:33:35.507275Z,1
37850000200254841,-85.59911999517064,34.96419930186078,50945614.982473,2019,EPSG5070_50KM_18_27,18,27,0.0258284442315646,14.443571090698242,10.305120468139648,2019-08-13T15:33:34.982473Z,1
37850200200254836,-85.59579796488582,34.95201703778277,50945614.560991,2019,EPSG5070_50KM_18_27,18,27,0.0258370552850394,110.03421020507812,10.297115325927734,2019-08-13T15:33:34.560990Z,1
37850500200255009,-85.56546715952028,34.95892864441561,50945615.238694,2019,EPSG5070_50KM_18_27,18,27,0.026351730009554,68.99040985107422,10.29734230041504,2019-08-13T15:33:35.238693Z,1
37850100200254905,-85.56546715952028,34.98225866112725,50945615.457691,2019,EPSG5070_50KM_18_27,18,27,0.02724994307047,96.198532,10.29823398590088,2019-08-13T15:33:35.457690Z,1
37850800200254789,-85.59243134359048,34.92198499218781,50945614.879155,2019,EPSG5070_50KM_18_27,18,27,0.027559684521949,10.618684768676758,10.307226181030272,2019-08-13T15:33:34.879155Z,1
37851100200255028,-85.52405548803694,34.96678112137072,50945615.982473,2019,EPSG5070_50KM_18_27,18,27,0.0282020230064274,223.775925,10.300862312316896,2019-08-13T15:33:35.982473Z,1
37850800200254937,-85.52476448510443,34.97388001024781,50945616.10233,2019,EPSG5070_50KM_18_27,18,27,0.0287631293247289,513.555847,10.342785835266112,2019-08-13T15:33:36.102329Z,1
37850600200254857,-85.58634912975357,34.935166094901795,50945614.730403,2019,EPSG5070_50KM_18_27,18,27,0.029098151908951,260.529297,10.30908203125,2019-08-13T15:33:34.730402Z,1
31590600200254740,-85.56639019343835,34.80424688797263,47460727.687941,2019,EPSG5070_50KM_18_27,18,27,0.0294692467075078,208.768478,10.303272247314451,2019-07-04T07:32:07.687941Z,1
37850300200254866,-85.58135493657372,34.9553479862697,50945614.689083,2019,EPSG5070_50KM_18_27,18,27,0.0301589086280291,124.691879,10.294710159301758,2019-08-13T15:33:34.689083Z,1
37850800200254788,-85.59288617189793,34.92163272320459,50945614.870891,2019,EPSG5070_50KM_18_27,18,27,0.0304623735261164,18.86313247680664,10.30225944519043,2019-08-13T15:33:34.870890Z,1
31590800200254732,-85.52529511812979,34.82766608670532,47460728.687941,2019,EPSG5070_50KM_18_27,18,27,0.0305585774514822,241.664062,10.301018714904783,2019-07-04T07:32:08.687941Z,1
31590300200254796,-85.57418024297871,34.81438688376816,47460727.419362,2019,EPSG5070_50KM_18_27,18,27,0.0306956698802393,356.372559,10.323673248291016,2019-07-04T07:32:07.419362Z,1
31590200200254898,-85.53105627669085,34.855455204470395,47460728.332589,2019,EPSG5070_50KM_18_27,18,27,0.0312673787816986,235.340302,10.300992012023926,2019-07-04T07:32:08.332589Z,1
37850800200254812,-85.58192570150855,34.930055965094546,50945615.069266,2019,EPSG5070_50KM_18_27,18,27,0.0314401837914846,14.794137001037598,10.304532051086426,2019-08-13T15:33:35.069265Z,1
31590500200254876,-85.5089926446784,34.85634256558004,47460728.857353,2019,EPSG5070_50KM_18_27,18,27,0.0326710966112065,49.541759,10.296422004699709,2019-07-04T07:32:08.857353Z,1
37851100200255020,-85.52771641000182,34.96398080590916,50945615.916345,2019,EPSG5070_50KM_18_27,18,27,0.0328514821767501,13.398961067199709,10.305505752563477,2019-08-13T15:33:35.916345Z,1
37851100200254934,-85.56704122219215,34.9338239054847,50945615.205638,2019,EPSG5070_50KM_18_27,18,27,0.03291434804376,173.829758,10.299118041992188,2019-08-13T15:33:35.205637Z,1
37850800200254863,-85.55861352120114,34.94794587852097,50945615.490746,2019,EPSG5070_50KM_18_27,18,27,0.0330864034010609,299.1361999511719,10.307312965393066,2019-08-13T15:33:35.490745Z,1
37851100200254927,-85.57024285674852,34.93137139990532,50945615.14779,2019,EPSG5070_50KM_18_27,18,27,0.0334243908292205,169.774612,10.298506736755373,2019-08-13T15:33:35.147790Z,1
37850600200254838,-85.59502208130253,34.92849973882689,50945614.573387,2019,EPSG5070_50KM_18_27,18,27,0.0335922598086289,132.956299,10.29482364654541,2019-08-13T15:33:34.573386Z,1
37850300200254861,-85.58364245541414,34.95359110045463,50945614.647763,2019,EPSG5070_50KM_18_27,18,27,0.033823351198552,110.091957,10.297340393066406,2019-08-13T15:33:34.647762Z,1
37850800200254876,-85.552678457699,34.95250753889865,50945615.598178,2019,EPSG5070_50KM_18_27,18,27,0.0338991538657753,222.315659,10.303363800048828,2019-08-13T15:33:35.598177Z,1
37850800200254879,-85.55130951367559,34.953559886747264,50945615.62297,2019,EPSG5070_50KM_18_27,18,27,0.0339873549741567,49.947109,10.297329902648926,2019-08-13T15:33:35.622970Z,1
37851100200254935,-85.56658193478364,34.93417171536689,50945615.213903,2019,EPSG5070_50KM_18_27,18,27,0.0342246633879889,207.816605,10.301339149475098,2019-08-13T15:33:35.213903Z,1
31590100200254900,-85.50501512653872,34.882437224944795,47460729.146605,2019,EPSG5070_50KM_18_27,18,27,0.0350454112979972,11.607003211975098,10.306650161743164,2019-07-04T07:32:09.146605Z,1
39070600200250108,-85.16769305004765,33.30905679553958,51624947.204697,2019,EPSG5070_50KM_19_23,19,23,0.0015480035171835,47.906646728515625,10.298365592956545,2019-08-21T12:15:47.204696Z,0
34690600300420879,-85.23619821953173,33.23908904090996,49187876.316602,2019,EPSG5070_50KM_19_23,19,23,0.0038484967308065,116.118797,10.299309730529783,2019-07-24T07:17:56.316601Z,0
34691100300420848,-85.24992333257424,33.23223094348976,49187876.543862,2019,EPSG5070_50KM_19_23,19,23,0.0043001990262845,142.280762,10.29782485961914,2019-07-24T07:17:56.543862Z,0
34690600300420983,-85.19056377935077,33.20157908284837,49187877.176114,2019,EPSG5070_50KM_19_23,19,23,0.0053497291508728,153.621185,10.295705795288086,2019-07-24T07:17:57.176114Z,0
34690100300420755,-85.25715599448294,33.28738556441984,49187875.609975,2019,EPSG5070_50KM_19_23,19,23,0.0081552351191053,205.44602966308597,10.299062728881836,2019-07-24T07:17:55.609975Z,0
34690500300420899,-85.20048082009363,33.217221609343866,49187876.957075,2019,EPSG5070_50KM_19_23,19,23,0.0089909427542509,139.087204,10.299676895141602,2019-07-24T07:17:56.957075Z,0
34690500300420911,-85.19521908085056,33.21288736311991,49187877.056267,2019,EPSG5070_50KM_19_23,19,23,0.011371253416649,93.026649,10.296441078186035,2019-07-24T07:17:57.056267Z,0
34691100300420966,-85.19817100574795,33.18966436483357,49187877.51907,2019,EPSG5070_50KM_19_23,19,23,0.0126824151722426,97.426033,10.298020362854004,2019-07-24T07:17:57.519069Z,0
34691100300420875,-85.23807104197418,33.222510103193244,49187876.76699,2019,EPSG5070_50KM_19_23,19,23,0.0131171929114739,323.530548,10.31972312927246,2019-07-24T07:17:56.766989Z,0
34691100300420884,-85.23412473754188,33.219272795828445,49187876.841366,2019,EPSG5070_50KM_19_23,19,23,0.013181294123985,92.430817,10.297590255737305,2019-07-24T07:17:56.841366Z,0
34690600300420960,-85.20065472503472,33.209890847211994,49187876.986006,2019,EPSG5070_50KM_19_23,19,23,0.0133585530804734,226.547791,10.30191421508789,2019-07-24T07:17:56.986005Z,0
34690200300420804,-85.2034817951026,33.23804561126346,49187876.407506,2019,EPSG5070_50KM_19_23,19,23,0.0158166320346005,93.562752,10.29442024230957,2019-07-24T07:17:56.407505Z,0
34690300300420849,-85.18422739675383,33.21473343095604,49187876.800046,2019,EPSG5070_50KM_19_23,19,23,0.0162405258500379,127.68838500976562,10.30040454864502,2019-07-24T07:17:56.800045Z,0
42171100300242966,-85.20694651662113,33.04049405729264,53352769.925664,2019,EPSG5070_50KM_19_23,19,23,0.0164370999140031,120.495438,10.306282043457031,2019-09-10T12:12:49.925664Z,0
39070500200249910,-85.23298766677325,33.26346694636915,51624946.109662,2019,EPSG5070_50KM_19_23,19,23,0.0169721646749778,781.96637,11.324685096740724,2019-08-21T12:15:46.109661Z,0
34690300300420780,-85.21495060301207,33.23998086112065,49187876.221566,2019,EPSG5070_50KM_19_23,19,23,0.0192334898861823,27.816539764404297,10.301139831542969,2019-07-24T07:17:56.221565Z,0
34690200300420818,-85.19733715385095,33.232984531567794,49187876.523202,2019,EPSG5070_50KM_19_23,19,23,0.0193436112223116,102.9895248413086,10.298447608947754,2019-07-24T07:17:56.523202Z,0
34690300300420845,-85.18641681537106,33.21653490778163,49187876.758726,2019,EPSG5070_50KM_19_23,19,23,0.0212302932962348,207.661743,10.300374031066896,2019-07-24T07:17:56.758726Z,0
42170200300248164,-85.2226960615419,33.098292925147405,53352768.595074,2019,EPSG5070_50KM_19_23,19,23,0.0214040252528956,22.76630973815918,10.301363945007324,2019-09-10T12:12:48.595073Z,0
39070600200249964,-85.2313556357877,33.2569209860227,51624946.006362,2019,EPSG5070_50KM_19_23,19,23,0.0220424729952444,79.512451,11.101278305053713,2019-08-21T12:15:46.006361Z,0
34690100300420906,-85.19043446542022,33.232560916967714,49187876.866158,2019,EPSG5070_50KM_19_23,19,23,0.0226445531994686,175.490814,10.2966947555542,2019-07-24T07:17:56.866158Z,0
34690800300420712,-85.25085082559336,33.24035542560914,49187876.49841,2019,EPSG5070_50KM_19_23,19,23,0.0231685255162809,129.222641,10.30575466156006,2019-07-24T07:17:56.498410Z,0
34691100300420850,-85.2490448896667,33.2315085691191,49187876.56039,2019,EPSG5070_50KM_19_23,19,23,0.0240521106064555,144.175659,10.296453475952148,2019-07-24T07:17:56.560390Z,0
34690800300420718,-85.24821995597182,33.238188302497164,49187876.547994,2019,EPSG5070_50KM_19_23,19,23,0.0249162806150069,287.446259,10.310311317443848,2019-07-24T07:17:56.547994Z,0
34690500300420785,-85.25052977031751,33.25831222555136,49187876.014937,2019,EPSG5070_50KM_19_23,19,23,0.0261464539782911,181.703949,10.301016807556152,2019-07-24T07:17:56.014936Z,0
34690100300420914,-85.18692515289116,33.229675878586136,49187876.932277,2019,EPSG5070_50KM_19_23,19,23,0.0266592551880618,79.61516571044922,10.29605484008789,2019-07-24T07:17:56.932277Z,0
34690500300420814,-85.23779011860782,33.24785563358103,49187876.254622,2019,EPSG5070_50KM_19_23,19,23,0.0268003556229657,104.633614,10.29930019378662,2019-07-24T07:17:56.254621Z,0
34690200300420838,-85.18856164297777,33.22576970606332,49187876.688482,2019,EPSG5070_50KM_19_23,19,23,0.0285365164761163,39.733028,10.298192024230955,2019-07-24T07:17:56.688482Z,0
34690300300420757,-85.22549191790242,33.24862705806328,49187876.023203,2019,EPSG5070_50KM_19_23,19,23,0.02883845397308,65.039078,10.29788875579834,2019-07-24T07:17:56.023203Z,0
34690800300420741,-85.23812009208577,33.229907751840905,49187876.738066,2019,EPSG5070_50KM_19_23,19,23,0.030416354215815,145.1597900390625,10.295210838317873,2019-07-24T07:17:56.738066Z,0
34690000300420923,-85.19168747281624,33.241073340878735,49187876.812442,2019,EPSG5070_50KM_19_23,19,23,0.0305067340044213,66.776169,10.29644775390625,2019-07-24T07:17:56.812441Z,0
34691100300420859,-85.24509412613338,33.22826680265325,49187876.634766,2019,EPSG5070_50KM_19_23,19,23,0.0308851008797759,137.584381,10.296282768249512,2019-07-24T07:17:56.634765Z,0
34691100300420902,-85.22622766957623,33.212784803795685,49187876.990139,2019,EPSG5070_50KM_19_23,19,23,0.0315499595603105,98.216377,10.295614242553713,2019-07-24T07:17:56.990139Z,0
34490800200250776,-85.27446176567135,33.36516566409509,49075125.331119,2019,EPSG5070_50KM_19_23,19,23,0.0317111477237831,271.414886,10.309040069580078,2019-07-22T23:58:45.331119Z,0
34690200300420701,-85.24912515348568,33.275568946628205,49187875.547995,2019,EPSG5070_50KM_19_23,19,23,0.0321501936192339,144.699814,10.298868179321287,2019-07-24T07:17:55.547995Z,0
34690600300420986,-85.18924834454,33.20049552129239,49187877.200906,2019,EPSG5070_50KM_19_23,19,23,0.0328077750936052,86.52936553955078,10.29469394683838,2019-07-24T07:17:57.200906Z,0
34690800300420767,-85.22671371159107,33.22054809872973,49187876.952942,2019,EPSG5070_50KM_19_23,19,23,0.033072902971896,277.551971,10.31257152557373,2019-07-24T07:17:56.952941Z,0
34690800300420748,-85.2350433123589,33.22739281884677,49187876.795914,2019,EPSG5070_50KM_19_23,19,23,0.0331802683134353,107.431847,10.29990291595459,2019-07-24T07:17:56.795914Z,0
